	txt	labels
8565	peremptory military spirit which prevails in the government of honour.	0
22104	do not grudge to others any benefit which they may receive.	0
5211	surprise!  mrs. weasley said excitedly as he smiled broadly and walked over to them. thought we'd come and watch you. harry!  she bent down and kissed him on the cheek.	1
13397	from this point of view may be compared with the creator of the timaeus,	0
19190	shall reply: of course they do. then we shall be asked, 'whether the	0
15889	found in another place which was larger and in which the letters were	0
4598	as i am constantly telling the daily prophet, mr. crouch is taking a well-deserved break. he is sending in regular owls with instructions.  no, i haven't actually seen him, but i think i can be trusted to know my own superior's handwriting.  i have quite enough to do at the moment without trying to quash these ridiculous rumors.  please don't bother me again unless it's something important.  happy easter.	1
25357	diminish in number. neither will they increase, for the increase of the	0
7015	requires knowledge only'. and yet in the absurdities which follow from	0
2247	bravo, viktor! boomed karkaroff, so loudly that everyone could hear him, even over all the applause.  knew you had it in you!	1
22946	virtue and the virtuous are dishonoured.	0
5753	crouch's son opened his eyes.  his face was slack, his gaze unfocused.  dumbledore knelt before him, so that their faces were level.	1
25654	not undesirable existence. let not him who chooses first be careless,	0
18192	himself with this class of enactments whether concerning laws or the	0
1610	hermione shrugged and continued to shovel down her food as though she had not eaten for days.  then she leapt to her feet, said, see you at dinner!  and departed at high speed.	1
16727	'when the tables are full of bread and meat, and the cup-bearer carries	0
5959	the only one against whom i intend to work, said dumbledore, is lord voldemort.  if you are against him, then we remain, cornelius, on the same side.	1
15871	now, the greater my confidence in you, the greater is my difficulty in	0
21036	power to have the charge of the state, we are ready to assert to the	0
573	a map of the campsite for you, mr. roberts said placidly to mr. weasley.  and your change.	1
18014	that is not likely; and yet there might be a danger to the poor state if	0
1275	your father thinks very highly of mad-eye moody, said mrs. weasley sternly.	1
5093	so you think . . . that dream . . . did it really happen?	1
17340	campaign, they must not be liable to break down in health.	0
8116	disorders; and that remedies which are gradual and proceed little by	0
5462	voldemort bent down and pulled out wormtail's left arm; he forced the sleeve of wormtail's robes up past his elbow, and harry saw something upon the skin there, something like a vivid red tattoo - a skull with a snake protruding from its mouth - the image that had appeared in the sky at the quidditch world cup: the dark mark. voldemort examined it carefully, ignoring wormtail's uncontrollable weeping.	1
23455	yes, he replied, a very common occurrence.	0
26	the wealthy man who owned the riddle house these days neither lived there nor put it to any use; they said in the village that he kept it for tax reasons, though nobody was very clear what these might be.  the wealthy owner continued to pay frank to do the gardening, however.  frank was nearing his seventy-seventh birthday now, very deaf, his bad leg stiffer than ever, but could be seen pottering around the flower beds in fine weather, even though the weeds were starting to creep up on him, try as he might to suppress them.	1
14090	passages which are taken from the hebrew scriptures.	0
11663	body, he only knew that awaking suddenly in the morning he found himself	0
4802	no, i won't! said ron hotly.	1
2897	you're to go in here with the other champions, said professor mcgonagall, in a rather shaky sort of voice, and wait for your turn, potter. mr. bagman is in there. . . he'll be telling you the - the procedure. . . . good luck.	1
19140	which they must practise like the men?	0
4573	well, we know what to get you next christmas, said hermione brightly.  then, when ron continued to look gloomy, she said, come on, ron, it could be worse.  at least your fingers aren't full of pus.  hermione was having a lot of difficulty managing her knife and fork, her fingers were so stiff and swollen.  i hate that skeeter woman!  she burst out savagely.  i'll get her back for this if it's the last thing i do!	1
